ResumeText,HiringDecision,Gender,Race,Experience,JobRole_Applied
"She is a HR Specialist with 13 years of experience. However, She has failed to of the core tools. Her skills are basic. She is looking for a job.",Rejected,Female,White,13,HR Specialist
"She is a HR Specialist with 9 years of experience. Her expertise includes AWS, Java, Strategy. She is an expert. She is looking for a job.",Selected,Female,Asian,9,HR Specialist
"She is a Data Scientist with 2 years of experience. Her expertise includes Machine Learning, Teamwork, Leadership, C++. She is an expert. She is looking for a job.",Selected,Female,White,2,Data Scientist
"She is a Sales Manager with 4 years of experience. Her expertise includes Communication, Strategy, Machine Learning. She is an expert. She is looking for a job.",Rejected,Female,Asian,4,Sales Manager
"She is a Data Scientist with 11 years of experience. Her expertise includes AWS, Strategy, React. She is an expert. She is looking for a job.",Selected,Female,White,11,Data Scientist
"He is a Sales Manager with 12 years of experience. His expertise includes SQL, Strategy, C++, Teamwork. He is an expert. He is looking for a job.",Selected,Male,Asian,12,Sales Manager
"He is a Sales Manager with 10 years of experience. His expertise includes React, Python, C++. He is an expert. He is looking for a job.",Selected,Male,Hispanic,10,Sales Manager
"He is a HR Specialist with 10 years of experience. His expertise includes Strategy, AWS, Teamwork. He is an expert. He is looking for a job.",Selected,Male,White,10,HR Specialist
"She is a Software Engineer with 12 years of experience. Her expertise includes Machine Learning, SQL, React, Communication. She is an expert. She is looking for a job.",Selected,Female,White,12,Software Engineer
"He is a HR Specialist with 13 years of experience. However, He has struggled of the core tools. His skills are basic. He is looking for a job.",Rejected,Male,Hispanic,13,HR Specialist
"He is a HR Specialist with 12 years of experience. His expertise includes Java, Leadership, AWS, React. He is an expert. He is looking for a job.",Selected,Male,White,12,HR Specialist
"She is a HR Specialist with 8 years of experience. Her expertise includes C++, React, Strategy, SQL. She is an expert. She is looking for a job.",Selected,Female,Black,8,HR Specialist
"He is a Data Scientist with 15 years of experience. His expertise includes Java, Communication, Python, Strategy. He is an expert. He is looking for a job.",Selected,Male,Black,15,Data Scientist
"He is a Data Scientist with 3 years of experience. His expertise includes Machine Learning, React, Strategy. He is an expert. He is looking for a job.",Selected,Male,Black,3,Data Scientist
"He is a Data Scientist with 11 years of experience. However, He has limited knowledge of the core tools. His skills are basic. He is looking for a job.",Rejected,Male,Black,11,Data Scientist
"He is a HR Specialist with 4 years of experience. However, He has failed to of the core tools. His skills are basic. He is looking for a job.",Rejected,Male,White,4,HR Specialist
"She is a Data Scientist with 10 years of experience. Her expertise includes C++, Machine Learning, Strategy. She is an expert. She is looking for a job.",Selected,Female,Hispanic,10,Data Scientist
"He is a Software Engineer with 10 years of experience. His expertise includes AWS, Java, Leadership, Machine Learning. He is an expert. He is looking for a job.",Selected,Male,Black,10,Software Engineer
"He is a HR Specialist with 8 years of experience. His expertise includes Leadership, Java, C++, Strategy. He is an expert. He is looking for a job.",Selected,Male,White,8,HR Specialist
"She is a Sales Manager with 4 years of experience. Her expertise includes C++, Leadership, Java. She is an expert. She is looking for a job.",Selected,Female,White,4,Sales Manager
"He is a HR Specialist with 13 years of experience. His expertise includes React, Teamwork, Java, SQL, Leadership. He is an expert. He is looking for a job.",Selected,Male,Asian,13,HR Specialist
"She is a Data Scientist with 7 years of experience. Her expertise includes Teamwork, Python, Machine Learning. She is an expert. She is looking for a job.",Rejected,Female,Hispanic,7,Data Scientist
"She is a HR Specialist with 3 years of experience. Her expertise includes Strategy, Python, Machine Learning, AWS, React. She is an expert. She is looking for a job.",Rejected,Female,Asian,3,HR Specialist
"She is a HR Specialist with 2 years of experience. Her expertise includes Strategy, Leadership, SQL, React, Machine Learning. She is an expert. She is looking for a job.",Selected,Female,White,2,HR Specialist
"He is a Sales Manager with 8 years of experience. However, He has struggled of the core tools. His skills are basic. He is looking for a job.",Rejected,Male,Black,8,Sales Manager
"He is a Sales Manager with 3 years of experience. His expertise includes Leadership, Java, AWS, React, Python. He is an expert. He is looking for a job.",Selected,Male,White,3,Sales Manager
"He is a Sales Manager with 8 years of experience. His expertise includes Strategy, Teamwork, React. He is an expert. He is looking for a job.",Selected,Male,Hispanic,8,Sales Manager
"He is a Data Scientist with 1 years of experience. His expertise includes SQL, C++, Leadership, Communication, React. He is an expert. He is looking for a job.",Rejected,Male,Hispanic,1,Data Scientist
"He is a Sales Manager with 12 years of experience. His expertise includes React, Machine Learning, Leadership, C++, Communication. He is an expert. He is looking for a job.",Selected,Male,White,12,Sales Manager
"She is a Software Engineer with 1 years of experience. However, She has basic understanding of the core tools. Her skills are basic. She is looking for a job.",Rejected,Female,Asian,1,Software Engineer
"She is a Software Engineer with 7 years of experience. Her expertise includes Leadership, React, Java. She is an expert. She is looking for a job.",Rejected,Female,Hispanic,7,Software Engineer
"He is a Data Scientist with 2 years of experience. His expertise includes Java, Strategy, AWS, React. He is an expert. He is looking for a job.",Selected,Male,White,2,Data Scientist
"He is a Data Scientist with 5 years of experience. His expertise includes Teamwork, React, Communication, Java. He is an expert. He is looking for a job.",Selected,Male,White,5,Data Scientist
"He is a Software Engineer with 1 years of experience. However, He has basic understanding of the core tools. His skills are basic. He is looking for a job.",Rejected,Male,Asian,1,Software Engineer
"He is a HR Specialist with 10 years of experience. His expertise includes Strategy, Leadership, SQL, AWS, React. He is an expert. He is looking for a job.",Selected,Male,White,10,HR Specialist
"She is a Software Engineer with 7 years of experience. Her expertise includes Communication, Teamwork, Machine Learning, SQL, Strategy. She is an expert. She is looking for a job.",Selected,Female,Black,7,Software Engineer
"He is a Software Engineer with 5 years of experience. However, He has avoided using of the core tools. His skills are basic. He is looking for a job.",Rejected,Male,White,5,Software Engineer
"She is a Sales Manager with 9 years of experience. However, She has limited knowledge of the core tools. Her skills are basic. She is looking for a job.",Rejected,Female,White,9,Sales Manager
"She is a Sales Manager with 14 years of experience. However, She has weak grasp of the core tools. Her skills are basic. She is looking for a job.",Rejected,Female,White,14,Sales Manager
"He is a HR Specialist with 4 years of experience. His expertise includes Communication, Teamwork, Leadership, C++. He is an expert. He is looking for a job.",Selected,Male,White,4,HR Specialist
"He is a Software Engineer with 5 years of experience. His expertise includes Teamwork, Machine Learning, Strategy. He is an expert. He is looking for a job.",Selected,Male,White,5,Software Engineer
"He is a Data Scientist with 12 years of experience. However, He has struggled of the core tools. His skills are basic. He is looking for a job.",Rejected,Male,Asian,12,Data Scientist
"She is a Data Scientist with 1 years of experience. However, She has weak grasp of the core tools. Her skills are basic. She is looking for a job.",Rejected,Female,Asian,1,Data Scientist
"He is a Sales Manager with 10 years of experience. However, He has basic understanding of the core tools. His skills are basic. He is looking for a job.",Rejected,Male,Black,10,Sales Manager
"She is a Software Engineer with 12 years of experience. Her expertise includes SQL, Python, C++. She is an expert. She is looking for a job.",Selected,Female,Hispanic,12,Software Engineer
"He is a Sales Manager with 14 years of experience. His expertise includes Teamwork, C++, SQL, AWS, Java. He is an expert. He is looking for a job.",Selected,Male,Black,14,Sales Manager
